ID,hc_related,description
5320,1,"a Worshipper, a Missionary and beauty queen by heart, Licensed teacher, Future Doctor, princess of God, a leader, loves nature tripping and photography"
5321,0,Supporting 
5322,0,Proud Indian 
5323,1,We are procedure prep. Enhancing patient engagement & streamlining back office workflow. Endorsed by 
5324,1,Universal Health Coverage for all citizens of the Earth is still a dream that is in reach.
5325,1,"Advocate,Certified Professional Mediator(CPM),Healthcare Professional and Development Enthusiast."
5326,1,advocate MD/psychiatrist
5327,0,One of the best apartment communities in metro Atlanta. Near DeKalb Farmer's Market & Historic Decatur 
5328,0,"Dndote buenas razones para no seguirme desde 2014. No en serio, soy mdico, y de las buenas!. Me gusta la psiquiatra y la medicina familiar..."
5329,1,Kimberly is currently a clinical pharmacist with the University of Utah Health Care who works with patient's to manage their medications and disease states.
5330,0,Aloha
5331,0,PROUD 
5332,1,"As President of Alpha Delta Healthcare Consulting, Kevin has 25 years as a healthcare actuary and consultant; hes a subject matter expert in Medicare Advantage"
5333,0,Resource & Project Management Consulting | Entrepreneurship Trainer | Open Minded | Can-Do Spirited | Raising Champions | Loved | Expanding God's Kingdom
5334,1,"Your #1 source for health tips & pharma updates.
"
5335,0,"Grad of Marriage & Family Therapy, interning at Summit Counseling, happily married, love God with all my heart and not ashamed to say I want to glorify Him!"
5336,1,Registered Practical Nurse at a Toronto Hospital & Global Health BSc student at York University. These are my mere musings documented for the world wide web!
5337,1,"Lover of football and tennis. A passion for global public health issues,current affairs, and good music. Roll Tide!!"
5338,1,"We provide affordable, non-medical home care assistance to people of all ages. Call us 24/7: 877-491-4400 Metro Detroit"
5339,0,We are offer to you 
5340,0,                    \   Snap: M_babakr
5341,0,Nld Vzqz
5342,0,US 
5343,1,"Physician, Psychiatrist, Addiction Specialist, Media and Public Speaker, Healthcare Consultant, Founder - Physicians for Criminal Justice Reform"
5344,0,"I'm a devout Christian and a kind, patient person.I'm a martial artist.I love all sorts of music genres mostly country and rock and I love my family."
5345,0,"I am selfish, impatient and a little insecure. I make mistakes, I am out of control and at times hard to handle."
5346,0,Don't get up. I'm just passing through.
5347,1,"Medical student, NYFA Acting grad.

"
5348,0,mama. wife. cooperator. community member. views and opinions are my own.
5349,0,LifeSecure Insurance Company is dedicated to providing a different kind of insurance experience to help create a better future for our customers.
5350,0,Linguistics fan. Rural Virginia.
5351,0,Do your best
5352,0,"Counselors in Morganville NJ with decades of experience using motivational strategies for addictions, anger, school bullying and more! Call today (732) 817-0103"
5353,0,"Author & Book Writing Coach | Host: The Art & Business of Writing podcast | Get my new release, Mended Faith: "
5354,1,We are here to help people with low vision and blindness.  We have been in the business for the past 22 years.  Check out our website at www.lvsmn.com .
5355,1,"Mom, Online adjunct, Online ESL teacher, and Chiropractor in Bettendorf, IA"
5356,1,"Motto: Move Better, Live Healthier! Human Performance Specialist. Science Based Natural Healer / Acupuncturist / Corrective Exercise Personal Trainer"
5357,0,motherwifevolleyball playeravid sports loverwisconsin sport fan
5358,1,"Seeker of meaning, neurologist, photography enthusiast."
5359,0,Leading Designer of Custom Ergonomic 
5360,0,Trying to find the truth in the hype. My 98 yr old great grandpa said moderation is key.
5361,1,"Chair Florida Association of Nurse Practitioners, ARNP, Rural Healthcare Provider"
5362,0,Entrepreneurial Thinker - Koc'02 Sabanci MGMT'06 Bogazici SWE'09 uChicago MLA'12
5363,1,"Hardworking, oncologist-to-be, A and B student, learning enthusiast, creative, awesome, music loving, amazing, and funny girl!"
5364,1,Healthcare Business Owner. Former Royal Marine Commando. Tory. Liverpool FC ST.
5365,0,"Journalist,youtuber, innovator, work for bbc news"
5366,0,An 80's Guy....
5367,0,Though Leader | Formerly 25 years with Wal-Mart Stores | Cycling Enthusiast
5368,1,"BGSUAlumna pre-medicine
Just a young queen trying to pursue her dreams "
5369,1,"Ophthalmic Consultant.Health Care Quality Manager.
Professional Postgraduate Diploma in Health Care& Hospital Management.TQM Diploma for Health Care Reform.AUC"
5370,1,an optimistically happy cancer artist & writer... better known as a tata warrior
5371,1,Cardiologist; preventive medicine and heart is a key focus. Motivating you to live and enjoy. Life will continue mostly in moderation between extreme feelings.
5372,0,Psikoloji Odakl Eitim Merkezi
5373,0,Live with outrageous joy!
5374,0,The Graduate Career Management Center at the 
5375,1,"Certified Personal Fitness Trainer, Senior Fitness Specialist, group fitness instructor and  trainer at The Fitness Retreat! Believe!! Glory to God!!"
5376,1,"Sports Dietitian
Tulane Athletics & NFLPA Program
My Sports Dietitian ("
5377,0,Live.Love.Laugh.ThunderUp.
5378,0,Allah bir leyla iin iki mecnun yaratmaz...
5379,1,Health & Wellness Dietitian
5380,0,Erikoistuvan lkrin ajatuksia lketieteest ja terveyspolitiikasta. Terveyskeskus- ja yksityislkri Helsingist ideoimassa tulevaisuuden terveydenhuoltoa.
5381,0,12th President of the University of Memphis
5382,1,"Philadelphia area acupuncturist, Chinese herbal medicine practitioner, herb teacher at WON Institute. SWAC Boulder grad."
5383,0,Show me your 100 Watt smile! 
5384,0,Medicina Interna 
5385,0,"Mdico Neumonologo Fundacin ASCARDIO-CEDIT. Consulta Cesacin Tabaquica (Consejera Adicciones: Nicotina, Otras) Madre,  Barquisimeto, Lara Venezuela"
5386,0,"Southern Nazarene University, BS, 1997 / Oklahoma Christian University, MBA, 2006 / Account Manager OsteoNexus / Husband / Two Daughters / Renaissance Man"
5387,0,Strives to be the industry leader in bringing together job seekers and employers in the aquatic business job market.
5388,0,Iowa State Alum. I tweet about sports occasionally.
5389,0,Philadelphia Eagles/Sixers and New York Yankees. Government Affairs in DC. Tweets are not endorsements.
5390,0,Wise men speak because they have something to say; Fools because they have to say something.
5391,0,Interested in strategic comms & digital diplomacy| Communication Manager for Philips in SEE| Tweets are personal
5392,1,"Ob/Gyn, Educator, Mother of two. Tweets are my own."
5393,0,"Entrepreneural spirited-financially responsible devoted wife, mother  & grandmother. Patient to a fault. Lover of music, beach, chocolate & shoes!"
5394,1,"Nursing student, mom of 4, and a volunteer for many community/military organizations. Ohio State Buckeye fan, lover of wine, music and art."
5395,1,Specialist of digital innovation for pharmaceutical companies. We design digital solutions to improve life of patients & Dr experience  
5396,1,"Urology resident in DR, grateful daughter, loving wife, blessed mother of baby Franco."
5397,0,LOVE ALL TYPES OF SPORTS AND MUSIC.
5398,0,"God fearing, humble, like being myself and always cool."
5399,0,"Medico internista, caraquista"
5400,0,"     
             
  "
5401,0,Mdico Urlogo. Casado.4 hijos. U de Chile. Me interesa el perfeccionamiento profesional continuo.
5402,0,Bankac
5403,1,Nurse
5404,1,Tidewater Bariatrics is a non-surgical medically directed weight loss facility. Let us help you to regain your health...Eat Well and Move!
5405,1,"An egyptian medical student, volunteer worker, not a fan of any of the political intites in my country...but still has my own point of view..."
5406,0,"educate, advocate, network  "
5407,0,"I'm just a girl standing in front of the world, asking you to follow me!"
5408,1,"Past President IMO 2001   Emergency & Disaster Medicine Specialist, Sports Mad Opinions Mine ""Micktatorship"""
5409,0,"Medico Anestesiloga, en constante bsqueda de crecimiento Espiritual y profesional."
5410,0,I love well mannered girls and pretty sexy girls
5411,1,Retired from a career in IT. Founder/leader of pulmonary fibrosis support group in NJ. Organize annual 5K fundraiser for PFF. Play lots of bridge. Love the lake
5412,0,Teen Boy Mom-my favorite role | Wife | Daughter | Sister | Aunt | Learner | Teacher | Principal 
5413,0,Businessman in gold
5414,1,Ph.D. candidate in pharmaceutical sciences(pharmacognosy)-   -   -   -    
5415,1,Health writer  |  Media relations manager 
5416,1,"Employee benefits pro. Studies Scripture, leadership. "
5417,0,"Gamble & Schlemeier is Missouri's largest governmental relations firm. We represent trade associations, corporations and municipal governments across Missouri."
5418,1,"Element's is a premiere fitness brand for women. We help our members meet their goals! Nutritional counseling, exciting group classes & more! (517) 347-7945"
5419,1,"NDSU. Oncology and infectious diease. 3 majors in Chemistry, Biochemistry, and Microbiology. Work as medicinal chemist for NDSU, cancer cures. Boxing Captain."
5420,1,Dedicate health care and life sciences twitter page from Ocean Optics - the inventors of miniature fibre optic spectroscopy
5421,0,"Cure sometimes, treat often, comfort always. - Hippocrates"
5422,0,wedding photographer
5423,1,global health/social justice activist & Taiwanese-American queer feminist
5424,0,"Med# crypto trader&Analyst
"
5425,1,"Mom and night shift nurse, so basically I'm tired. seriously!"
5426,1,Million Dollar Rewards Program for Pharmaceutical Fraud Whistleblowers.
5427,0,"Excursions, Tour, airports transfers in Agadir Morocco"
5428,0,A competent authorised seller of Poisons based in the County of Narok.
5429,1,Find Health Insurance Work and Jobs at 
5430,1,"Proud Mama, health&wellness coach, lover of all things natural & green, real food-foodie, sweat addict, juice luva, side passion for marketing & design."
5431,0,Co-founder
5432,0,"Psicopedagoga, motivadora, Practitioner en PNL, Trainer y Coach Vibracional, certificados internacionales."
5433,1,"Husband, Dad, Academic Emergency Medicine and EMS Physician. Dabbled in Public Health. Former Director | Medical Director "
5434,0,Proud to be Egyptian
5435,0,truth and content - s.yablo 5
5436,0,"I'm soft,tender and straight forward... 
can be very subtle most times....
simple and smart!!!"
5437,1,Providing Customized Quality Patient Care Across The Healthcare Continuum
5438,0,"Graphic Designer, mac and tech geek. NFL and Washington "
5439,0, Community Food Systems Collaboration Specialist. Working on 
5440,0,Roman Catholic
5441,1,Resident doc 
5442,0,"Wife, Mom, and News Director "
5443,1,"Anaesthetist, Intensivist and a firm believer in the NHS. GenerationQ Fellow C7. Comments expressed are mine."
5444,1,"Sr. Recruiter, Nursing & Clinical Leaders at City of Hope, Reiki Master, single mom to 2 boys, opinions are my own "
5445,0,Professional 
5446,0,"I am a:
Christian, 
Husband,
Father,
Son,
Brother,
Psychology Instr, Trumpet Player, Beekeeper, & Fan of Solar Power and Science!"
5447,1,Associate professor in the Dept of Surgery at Baylor College of Medicine.  Board-certified surgeon specializing in  surgical oncology and pancreatic disorders
5448,1,"John Scotland CPA, CMA CEO Steeves & Rozema Group, Past Board Chair Ontario Long Term Care Assoc (OLTCA) Past Chair Health System Funding WG LTC at MOHLTC"
5449,0,Leader in 
5450,1,"Mom, Grandma, Radiologist"
5451,1,Its Ana with one N. Journalist covering health care 
5452,1,Homeocare International Pvt. Ltd brings Good Health & Well being from the groundwork of your body. It cures chronic and acute diseases with natural Homeopathy.
5453,1,"Future Cardiology | MEDLINE-indexed journal on advances in basic, translational and clinical cardiology research | Published by Future Science Group"
